ShipmentSysID,ShipmentID,PurchaseOrderID,SupplierID,WarehouseID,ShipmentDate,ExpectedDeliveryDate,ActualDeliveryDate,Carrier,TransportMode,TrackingNumber,DistanceKM,TransitDays,DelayDays,ShipmentStatus,FreightCost
SYSSHP0000160,SHP0000160,PO427110,SUP843215,WH832052,2026-03-17,2026-04-03,2026-04-03,Shadowfax,Road,TRK824138175,2150,7,0,Delivered,57834.38
SYSSHP0000161,SHP0000161,PO849747,SUP535020,WH832052,2026-01-16,2026-02-02,2026-02-02,Blue Dart,Road,TRK588322781,1441,6,0,Delivered,34357.66
SYSSHP0000162,SHP0000162,PO354646,SUP142213,WH233470,2026-07-17,2026-07-24,2026-07-24,Delhivery,Road,TRK606244434,1676,8,0,Delivered,37081.71
SYSSHP0000163,SHP0000163,PO729577,SUP338533,WH324082,2026-03-18,2026-04-03,2026-04-03,Shadowfax,Road,TRK984607950,1449,7,0,Delivered,35241.62
SYSSHP0000164,SHP0000164,PO143064,SUP797229,WH781453,2026-01-05,2026-01-20,2026-01-20,Blue Dart,Road,TRK426808977,1735,6,0,Delivered,46809.67
SYSSHP0000165,SHP0000165,PO630538,SUP797229,WH785197,2025-12-22,2026-01-05,2026-01-05,DHL,Rail,TRK819929088,537,2,0,Delivered,10094.27
SYSSHP0000166,SHP0000166,PO540463,SUP824586,WH460663,2025-10-27,2025-11-11,2025-11-11,Shadowfax,Road,TRK206323670,1726,7,0,Delivered,45166.77
SYSSHP0000167,SHP0000167,PO766459,SUP270395,WH922157,2025-09-25,2025-10-10,2025-10-12,Delhivery,Road,TRK576078963,1560,6,2,Delayed,37788.63
SYSSHP0000168,SHP0000168,PO284692,SUP807617,WH997546,2026-02-15,2026-03-05,2026-03-05,Shadowfax,Road,TRK494422907,345,3,0,Delivered,8529.2
SYSSHP0000169,SHP0000169,PO947458,SUP786735,WH770487,2026-02-10,2026-02-26,2026-02-26,Delhivery,Road,TRK231167999,2250,6,0,Delivered,60176.37
SYSSHP0000170,SHP0000170,PO587455,SUP196126,WH770487,2025-09-07,2025-09-29,2025-10-01,Shadowfax,Road,TRK786650291,25,1,2,Delayed,624.64
SYSSHP0000171,SHP0000171,PO993085,SUP384076,WH824586,2026-05-22,2026-06-05,2026-06-05,Delhivery,Road,TRK945011302,343,3,0,Delivered,8514.25
SYSSHP0000172,SHP0000172,PO572700,SUP575755,WH526833,2025-08-22,2025-09-08,2025-09-11,Delhivery,Rail,TRK452788129,1190,4,3,Delayed,21535.99
SYSSHP0000173,SHP0000173,PO497399,SUP377405,WH771088,2026-07-02,2026-08-03,2026-08-03,Delhivery,Rail,TRK218032515,1520,6,0,Delivered,26819.23
SYSSHP0000174,SHP0000174,PO440802,SUP437758,WH329974,2025-09-13,2025-09-25,2025-09-25,Delhivery,Road,TRK732276010,352,2,0,Delivered,8313.84
SYSSHP0000175,SHP0000175,PO456871,SUP774591,WH205907,2025-09-30,2025-10-18,2025-10-20,Ecom Express,Road,TRK222030010,2150,7,2,Delayed,55315.9
SYSSHP0000176,SHP0000176,PO682789,SUP103717,WH429164,2026-04-03,2026-05-06,2026-05-06,Delhivery,Road,TRK760465943,1275,6,0,Delivered,28326.45
SYSSHP0000177,SHP0000177,PO855053,SUP270395,WH379766,2025-10-05,2025-10-19,2025-10-19,Shadowfax,Road,TRK133447745,980,6,0,Delivered,21858.04
SYSSHP0000178,SHP0000178,PO599219,SUP464863,WH324082,2026-06-06,2026-06-16,2026-06-16,FedEx,Road,TRK178910051,1280,6,0,Delivered,33915.31
SYSSHP0000179,SHP0000179,PO197573,SUP923927,WH997546,2026-04-23,2026-05-14,2026-05-14,Ecom Express,Road,TRK779760958,500,2,0,Delivered,12463.41
SYSSHP0000180,SHP0000180,PO796212,SUP580547,WH658582,2026-01-14,2026-02-03,2026-02-03,Ecom Express,Road,TRK561923010,1758,8,0,Delivered,39547.78
SYSSHP0000181,SHP0000181,PO546173,SUP820892,WH662336,2026-03-23,2026-04-08,2026-04-08,Delhivery,Road,TRK544328940,1737,7,0,Delivered,41157.62
SYSSHP0000182,SHP0000182,PO468900,SUP131244,WH824586,2025-08-27,2025-09-06,2025-09-08,DHL,Road,TRK558234365,29,2,2,Delayed,683.32
SYSSHP0000183,SHP0000183,PO226516,SUP529893,WH274389,2025-12-29,2026-01-19,2026-01-19,Blue Dart,Road,TRK197951867,822,6,0,Delivered,21502.58
SYSSHP0000184,SHP0000184,PO899213,SUP738720,WH801474,2025-12-30,2026-01-15,2026-01-15,Delhivery,Road,TRK697398528,490,4,0,Delivered,10926.95
SYSSHP0000185,SHP0000185,PO389930,SUP697530,WH816751,2026-03-23,2026-04-02,2026-04-02,Shadowfax,Road,TRK905611583,1450,6,0,Delivered,34966.29
SYSSHP0000186,SHP0000186,PO396745,SUP432043,WH233470,2026-01-31,2026-02-15,2026-02-15,Ecom Express,Rail,TRK644830077,1776,7,0,Delivered,28151.3
SYSSHP0000187,SHP0000187,PO410636,SUP329974,WH770487,2026-02-23,2026-03-08,2026-03-08,Ecom Express,Road,TRK494665673,2420,6,0,Delivered,54630.11
SYSSHP0000188,SHP0000188,PO660081,SUP841666,WH801474,2025-11-08,2025-11-24,2025-11-24,FedEx,Road,TRK702332331,345,4,0,Delivered,9271.09
SYSSHP0000189,SHP0000189,PO406327,SUP739098,WH658582,2026-03-06,2026-03-23,2026-03-23,Shadowfax,Road,TRK990626742,1573,6,0,Delivered,40060.15
SYSSHP0000190,SHP0000190,PO614723,SUP194689,WH820221,2026-07-02,2026-07-17,2026-07-17,DHL,Road,TRK464883950,25,1,0,Delivered,593.88
SYSSHP0000191,SHP0000191,PO398151,SUP738720,WH526117,2025-08-08,2025-08-24,2025-08-24,Delhivery,Road,TRK895609471,671,6,0,Delivered,16886.29
SYSSHP0000192,SHP0000192,PO153872,SUP807617,WH770487,2026-04-25,2026-05-11,2026-05-11,FedEx,Rail,TRK466034277,2150,6,0,Delivered,33603.72
SYSSHP0000193,SHP0000193,PO168517,SUP638169,WH191161,2026-05-09,2026-05-26,2026-05-26,Delhivery,Road,TRK269017588,2180,6,0,Delivered,56183.35
SYSSHP0000194,SHP0000194,PO156213,SUP290556,WH274389,2025-09-17,2025-09-26,2025-09-26,Shadowfax,Road,TRK555282394,401,2,0,Delivered,9795.75
SYSSHP0000195,SHP0000195,PO189318,SUP194689,WH555884,2026-04-24,2026-05-08,2026-05-08,Blue Dart,Road,TRK470626529,1410,7,0,Delivered,34050.89
SYSSHP0000196,SHP0000196,PO901577,SUP965845,WH958179,2026-07-13,2026-07-29,2026-07-29,DHL,Road,TRK148766522,880,5,0,Delivered,20330.28
SYSSHP0000197,SHP0000197,PO913373,SUP812526,WH740967,2026-02-28,2026-03-18,2026-03-18,DHL,Road,TRK326810757,150,2,0,Delivered,3875.51
SYSSHP0000198,SHP0000198,PO717113,SUP393243,WH429164,2026-05-20,2026-06-05,2026-06-05,FedEx,Road,TRK288650860,823,4,0,Delivered,18637.6
SYSSHP0000199,SHP0000199,PO751194,SUP487477,WH233470,2025-11-15,2025-11-27,2025-11-27,Shadowfax,Road,TRK145421708,1390,8,0,Delivered,33611.73
SYSSHP0000200,SHP0000200,PO899787,SUP234628,WH262316,2026-05-27,2026-06-13,2026-06-13,Ecom Express,Road,TRK534245762,980,5,0,Delivered,25036.54
SYSSHP0000201,SHP0000201,PO264686,SUP841666,WH958179,2026-04-08,2026-04-24,2026-04-25,Delhivery,Road,TRK960413104,1155,4,1,Delayed,30882.47
SYSSHP0000202,SHP0000202,PO528361,SUP770487,WH832052,2025-12-14,2025-12-24,2025-12-24,Blue Dart,Road,TRK361259074,2150,8,0,Delivered,51983.52
SYSSHP0000203,SHP0000203,PO342720,SUP216970,WH526833,2025-09-14,2025-10-02,2025-10-02,Shadowfax,Road,TRK464549612,980,5,0,Delivered,22645.7
SYSSHP0000204,SHP0000204,PO174637,SUP796212,WH922157,2025-11-25,2025-11-30,2025-11-30,Delhivery,Rail,TRK933468715,644,4,0,Delivered,10559.99
SYSSHP0000205,SHP0000205,PO755420,SUP725550,WH690341,2026-01-19,2026-01-31,2026-01-31,Delhivery,Road,TRK374843786,1789,7,0,Delivered,41122.6
SYSSHP0000206,SHP0000206,PO220351,SUP350405,WH380746,2025-10-04,2025-10-18,2025-10-18,Shadowfax,Road,TRK630554118,2150,6,0,Delivered,52287.5
SYSSHP0000207,SHP0000207,PO966785,SUP432043,WH582662,2026-01-26,2026-02-10,2026-02-10,Shadowfax,Road,TRK439451556,1454,8,0,Delivered,33085.46
SYSSHP0000208,SHP0000208,PO723948,SUP780776,WH422451,2025-08-04,2025-08-08,2025-08-09,Ecom Express,Rail,TRK160314355,1410,7,1,Delayed,23134.95
SYSSHP0000209,SHP0000209,PO230394,SUP953085,WH642717,2026-05-10,2026-05-26,2026-05-26,DHL,Rail,TRK993027458,2150,8,0,Delivered,34718.86
SYSSHP0000210,SHP0000210,PO385470,SUP739098,WH376807,2026-07-08,2026-07-27,2026-07-27,Ecom Express,Road,TRK950207886,35,2,0,Delivered,899.31
SYSSHP0000211,SHP0000211,PO141797,SUP970127,WH422451,2026-05-09,2026-05-23,2026-05-23,DHL,Road,TRK749620068,384,4,0,Delivered,9361.21
SYSSHP0000212,SHP0000212,PO127121,SUP314181,WH686075,2025-11-13,2025-12-06,2025-12-06,DHL,Road,TRK866990485,608,4,0,Delivered,13632.36
SYSSHP0000213,SHP0000213,PO703139,SUP624783,WH832052,2026-02-14,2026-02-25,2026-02-25,Shadowfax,Road,TRK570039364,350,2,0,Delivered,9434.23
SYSSHP0000214,SHP0000214,PO901909,SUP841666,WH599948,2026-05-26,2026-06-10,2026-06-10,DHL,Road,TRK500346767,345,4,0,Delivered,9173.44
SYSSHP0000215,SHP0000215,PO893005,SUP970127,WH832052,2025-10-11,2025-10-25,2025-10-25,Shadowfax,Road,TRK795038832,1093,6,0,Delivered,25874.86
SYSSHP0000216,SHP0000216,PO391668,SUP162535,WH654634,2026-02-17,2026-02-28,2026-02-28,DHL,Road,TRK877103091,1080,6,0,Delivered,28358.46
SYSSHP0000217,SHP0000217,PO615611,SUP965845,WH482364,2026-07-23,2026-08-09,2026-08-09,Delhivery,Road,TRK475617211,1534,6,0,In Transit,36127.48
SYSSHP0000218,SHP0000218,PO528184,SUP314181,WH356150,2025-09-13,2025-10-06,2025-10-08,Blue Dart,Road,TRK432411019,1643,7,2,Delayed,40737.54
SYSSHP0000219,SHP0000219,PO445824,SUP498382,WH329974,2026-07-06,2026-07-28,2026-07-28,FedEx,Road,TRK645985356,1617,6,0,Delivered,38499.38
SYSSHP0000220,SHP0000220,PO519904,SUP786735,WH379766,2026-04-01,2026-04-18,2026-04-18,FedEx,Road,TRK306164050,715,4,0,Delivered,16539.89
SYSSHP0000221,SHP0000221,PO429795,SUP619389,WH824586,2025-11-26,2025-12-12,2025-12-12,Ecom Express,Road,TRK996703082,581,2,0,Delivered,14927.76
SYSSHP0000222,SHP0000222,PO639593,SUP123005,WH771088,2026-06-25,2026-07-13,2026-07-13,Delhivery,Rail,TRK274211616,1378,6,0,Delivered,21666.82
SYSSHP0000223,SHP0000223,PO668950,SUP399607,WH808011,2026-04-09,2026-04-27,2026-04-27,Blue Dart,Road,TRK541156077,37,1,0,Delivered,881.4
SYSSHP0000224,SHP0000224,PO752878,SUP575755,WH922157,2026-02-16,2026-03-06,2026-03-06,FedEx,Road,TRK351258749,1773,8,0,Delivered,43740.01
SYSSHP0000225,SHP0000225,PO313446,SUP142213,WH237174,2026-03-27,2026-04-03,2026-04-03,Ecom Express,Road,TRK573087862,933,4,0,Delivered,22679.74
SYSSHP0000226,SHP0000226,PO832168,SUP492483,WH781453,2025-10-20,2025-11-05,2025-11-05,Delhivery,Road,TRK977130288,877,6,0,Delivered,20169.67
SYSSHP0000227,SHP0000227,PO760626,SUP677596,WH422451,2025-10-01,2025-10-09,2025-10-09,DHL,Road,TRK695433590,1190,4,0,Delivered,31739.05
SYSSHP0000228,SHP0000228,PO677596,SUP946721,WH380746,2025-12-27,2026-01-12,2026-01-12,Delhivery,Road,TRK392907427,25,1,0,Delivered,606.16
SYSSHP0000229,SHP0000229,PO982277,SUP714953,WH642717,2026-05-27,2026-06-10,2026-06-10,Blue Dart,Road,TRK338411494,365,2,0,Delivered,9520.48
SYSSHP0000230,SHP0000230,PO223172,SUP793655,WH539589,2025-10-03,2025-10-14,2025-10-14,Ecom Express,Road,TRK501538092,930,5,0,Delivered,21556.37
SYSSHP0000231,SHP0000231,PO406039,SUP580547,WH539589,2026-02-27,2026-03-21,2026-03-21,Shadowfax,Road,TRK797889971,467,3,0,Delivered,11056.9
SYSSHP0000232,SHP0000232,PO595158,SUP329974,WH380746,2026-05-31,2026-06-13,2026-06-13,FedEx,Road,TRK847401602,2420,8,0,Delivered,63296.44
SYSSHP0000233,SHP0000233,PO728492,SUP841666,WH642717,2026-07-28,2026-08-12,2026-08-12,Blue Dart,Road,TRK185068029,39,2,0,In Transit,861.71
SYSSHP0000234,SHP0000234,PO173201,SUP925981,WH460663,2026-02-23,2026-03-13,2026-03-13,Ecom Express,Road,TRK666690337,530,4,0,Delivered,12781.63
SYSSHP0000235,SHP0000235,PO925981,SUP780776,WH322086,2026-07-24,2026-07-29,2026-07-29,Delhivery,Road,TRK550784243,555,3,0,Delivered,13983.09
SYSSHP0000236,SHP0000236,PO413058,SUP384076,WH808011,2025-08-04,2025-08-16,2025-08-17,FedEx,Road,TRK740743666,150,3,1,Delayed,3702.04
SYSSHP0000237,SHP0000237,PO255813,SUP841666,WH262316,2026-03-24,2026-04-08,2026-04-08,DHL,Road,TRK560891752,980,4,0,Delivered,21567.67
SYSSHP0000238,SHP0000238,PO899929,SUP426147,WH922157,2025-12-06,2025-12-17,2025-12-17,Blue Dart,Road,TRK662087258,1022,4,0,Delivered,27464.48
SYSSHP0000239,SHP0000239,PO297816,SUP162535,WH322086,2026-02-09,2026-02-20,2026-02-20,Ecom Express,Road,TRK695016134,438,4,0,Delivered,9680.53
SYSSHP0000240,SHP0000240,PO501574,SUP793655,WH262316,2025-08-09,2025-08-20,2025-08-23,DHL,Road,TRK902425085,1410,9,3,Delayed,31134.51
SYSSHP0000241,SHP0000241,PO880879,SUP234628,WH356150,2025-09-14,2025-10-01,2025-10-02,Shadowfax,Road,TRK774585778,40,2,1,Delayed,900.73
SYSSHP0000242,SHP0000242,PO795928,SUP946721,WH526117,2026-07-29,2026-08-15,2026-08-15,Ecom Express,Road,TRK463512350,1491,7,0,In Transit,38866.71
SYSSHP0000243,SHP0000243,PO259493,SUP888295,WH262316,2025-12-22,2025-12-29,2025-12-31,FedEx,Road,TRK778321204,658,5,2,Delayed,15075.69
SYSSHP0000244,SHP0000244,PO626690,SUP290556,WH324082,2026-07-10,2026-07-20,2026-07-20,Blue Dart,Rail,TRK949447049,576,2,0,Delivered,9099.58
SYSSHP0000245,SHP0000245,PO205239,SUP797229,WH922157,2026-06-21,2026-07-06,2026-07-06,Ecom Express,Road,TRK608309128,385,3,0,Delivered,8957.63
SYSSHP0000246,SHP0000246,PO579123,SUP519066,WH599948,2026-06-12,2026-07-10,2026-07-10,DHL,Road,TRK393364102,1624,6,0,Delivered,36738.74
SYSSHP0000247,SHP0000247,PO261859,SUP793655,WH832052,2025-11-30,2025-12-10,2025-12-10,FedEx,Road,TRK464037804,2150,9,0,Delivered,57767.53
SYSSHP0000248,SHP0000248,PO753534,SUP685181,WH771088,2025-11-03,2025-11-19,2025-11-19,Shadowfax,Road,TRK555803043,1316,8,0,Delivered,29471.34
SYSSHP0000249,SHP0000249,PO993744,SUP432043,WH532322,2025-08-24,2025-09-09,2025-09-09,Blue Dart,Road,TRK452101316,1533,8,0,Delivered,38791.95
SYSSHP0000250,SHP0000250,PO757246,SUP234628,WH690341,2025-11-04,2025-11-20,2025-11-20,FedEx,Road,TRK278933456,365,3,0,Delivered,9288.82
SYSSHP0000251,SHP0000251,PO137642,SUP384076,WH112038,2026-07-08,2026-07-22,2026-07-22,DHL,Road,TRK760191749,530,4,0,Delivered,14305.1
SYSSHP0000252,SHP0000252,PO401338,SUP946721,WH654634,2026-03-11,2026-03-28,2026-03-28,Shadowfax,Road,TRK536164913,25,1,0,Delivered,595.41
SYSSHP0000253,SHP0000253,PO555052,SUP960394,WH262316,2025-09-01,2025-09-08,2025-09-09,Shadowfax,Road,TRK938927341,1691,7,1,Delayed,40906.75
SYSSHP0000254,SHP0000254,PO838083,SUP925981,WH539589,2025-09-04,2025-09-22,2025-09-22,FedEx,Road,TRK709074302,530,4,0,Delivered,11745.82
SYSSHP0000255,SHP0000255,PO130353,SUP384076,WH212235,2026-05-14,2026-05-27,2026-05-27,Blue Dart,Road,TRK716243819,614,5,0,Delivered,13930.72
SYSSHP0000256,SHP0000256,PO493049,SUP619389,WH324082,2026-02-08,2026-02-23,2026-02-23,Blue Dart,Road,TRK127824235,1051,5,0,Delivered,26987.97
SYSSHP0000257,SHP0000257,PO814919,SUP619389,WH662336,2026-06-16,2026-07-01,2026-07-01,DHL,Road,TRK855954847,1322,6,0,Delivered,32033.87
SYSSHP0000258,SHP0000258,PO501126,SUP619389,WH654634,2025-08-29,2025-09-14,2025-09-17,FedEx,Road,TRK314939857,555,4,3,Delayed,12550.32
SYSSHP0000259,SHP0000259,PO250069,SUP823846,WH824586,2026-05-26,2026-06-11,2026-06-12,Shadowfax,Road,TRK443154754,451,3,1,Delayed,11427.98
SYSSHP0000260,SHP0000260,PO799233,SUP487477,WH781453,2026-02-26,2026-03-10,2026-03-10,Delhivery,Rail,TRK864299201,1753,7,0,Delivered,31270.46
SYSSHP0000261,SHP0000261,PO810526,SUP216970,WH958179,2026-05-27,2026-06-13,2026-06-13,Delhivery,Road,TRK950474042,1734,7,0,Delivered,39352.06
SYSSHP0000262,SHP0000262,PO716113,SUP823846,WH233470,2025-09-19,2025-10-07,2025-10-07,DHL,Road,TRK601873197,715,5,0,Delivered,18603.09
SYSSHP0000263,SHP0000263,PO579027,SUP555052,WH771088,2025-09-20,2025-10-01,2025-10-01,FedEx,Road,TRK869801588,32,1,0,Delivered,819.02
SYSSHP0000264,SHP0000264,PO606680,SUP891937,WH539589,2026-04-16,2026-04-21,2026-04-21,DHL,Road,TRK789705810,1376,6,0,Delivered,30782.26
SYSSHP0000265,SHP0000265,PO410244,SUP266931,WH100425,2026-02-04,2026-02-09,2026-02-09,Ecom Express,Road,TRK786973497,1410,8,0,Delivered,35163.89
SYSSHP0000266,SHP0000266,PO970357,SUP786735,WH599948,2026-03-03,2026-03-20,2026-03-20,DHL,Road,TRK276799196,564,2,0,Delivered,12864.75
SYSSHP0000267,SHP0000267,PO819112,SUP125611,WH997546,2025-10-07,2025-10-19,2025-10-19,DHL,Road,TRK310777576,1752,8,0,Delivered,44107.1
SYSSHP0000268,SHP0000268,PO881369,SUP206851,WH322086,2025-11-14,2025-11-17,2025-11-17,Blue Dart,Road,TRK639633807,1428,8,0,Delivered,35992.65
SYSSHP0000269,SHP0000269,PO937665,SUP573489,WH519066,2026-02-24,2026-02-28,2026-02-28,Ecom Express,Road,TRK873773537,715,4,0,Delivered,18954.65
SYSSHP0000270,SHP0000270,PO299367,SUP535020,WH262316,2026-07-08,2026-07-24,2026-07-24,Blue Dart,Road,TRK187212377,840,4,0,Delivered,18670.94
SYSSHP0000271,SHP0000271,PO791201,SUP807617,WH482364,2026-03-26,2026-04-12,2026-04-12,FedEx,Road,TRK763688866,1613,7,0,Delivered,40639.46
SYSSHP0000272,SHP0000272,PO757937,SUP475190,WH205907,2026-01-15,2026-01-28,2026-01-28,DHL,Road,TRK618558050,1319,8,0,Delivered,30632.97
SYSSHP0000273,SHP0000273,PO707727,SUP946721,WH771088,2025-10-24,2025-11-10,2025-11-10,Delhivery,Road,TRK572022811,1702,6,0,Delivered,40980.94
SYSSHP0000274,SHP0000274,PO442589,SUP796212,WH112038,2026-07-29,2026-08-04,2026-08-04,Shadowfax,Road,TRK442863363,660,6,0,In Transit,16942.86
SYSSHP0000275,SHP0000275,PO238579,SUP796212,WH482364,2026-02-27,2026-03-06,2026-03-06,Blue Dart,Road,TRK442648079,1007,5,0,Delivered,23371.15
SYSSHP0000276,SHP0000276,PO626169,SUP575755,WH429164,2026-05-22,2026-06-10,2026-06-10,DHL,Road,TRK512477736,550,2,0,Delivered,14476.45
SYSSHP0000277,SHP0000277,PO369452,SUP678043,WH781453,2026-05-12,2026-05-18,2026-05-18,Shadowfax,Road,TRK435775088,1156,5,0,Delivered,26529.24
SYSSHP0000278,SHP0000278,PO945664,SUP205907,WH658582,2026-04-28,2026-05-14,2026-05-14,DHL,Road,TRK634047267,626,5,0,Delivered,13844.54
SYSSHP0000279,SHP0000279,PO591081,SUP487477,WH412942,2025-10-19,2025-11-02,2025-11-02,Blue Dart,Road,TRK154267347,1105,4,0,Delivered,25864.49
SYSSHP0000280,SHP0000280,PO336574,SUP314181,WH824586,2026-05-07,2026-05-29,2026-05-29,Blue Dart,Road,TRK215424112,1523,9,0,Delivered,36787.51
SYSSHP0000281,SHP0000281,PO986827,SUP953085,WH816751,2025-12-03,2025-12-18,2025-12-18,DHL,Road,TRK148578655,930,5,0,Delivered,22322.7
SYSSHP0000282,SHP0000282,PO114594,SUP350405,WH412942,2026-01-04,2026-01-19,2026-01-19,Ecom Express,Road,TRK583564328,1467,8,0,Delivered,37880.9
SYSSHP0000283,SHP0000283,PO885395,SUP925981,WH329974,2026-04-21,2026-05-07,2026-05-07,Delhivery,Road,TRK203810954,1190,6,0,Delivered,28523.73
SYSSHP0000284,SHP0000284,PO489518,SUP179046,WH958179,2026-04-12,2026-05-15,2026-05-15,Ecom Express,Road,TRK530986098,994,4,0,Delivered,24353.39
SYSSHP0000285,SHP0000285,PO688678,SUP131244,WH356150,2025-12-25,2026-01-05,2026-01-05,FedEx,Road,TRK657629251,392,2,0,Delivered,9519.7
SYSSHP0000286,SHP0000286,PO766269,SUP725550,WH212235,2026-01-19,2026-02-02,2026-02-02,DHL,Road,TRK274485243,1541,8,0,Delivered,36929.72
SYSSHP0000287,SHP0000287,PO528129,SUP475876,WH930555,2026-07-18,2026-08-13,2026-08-13,Ecom Express,Road,TRK671595541,1562,8,0,In Transit,38189.7
SYSSHP0000288,SHP0000288,PO139019,SUP638169,WH322086,2026-02-20,2026-03-09,2026-03-09,Shadowfax,Road,TRK217687031,555,2,0,Delivered,14929.22
SYSSHP0000289,SHP0000289,PO663658,SUP843215,WH233470,2026-01-26,2026-02-10,2026-02-10,DHL,Road,TRK803935444,1410,6,0,Delivered,36539.47
SYSSHP0000290,SHP0000290,PO879238,SUP619389,WH233470,2025-09-19,2025-10-04,2025-10-04,Delhivery,Road,TRK662890182,1484,6,0,Delivered,37315.37
SYSSHP0000291,SHP0000291,PO861894,SUP972565,WH636265,2025-11-07,2025-11-12,2025-11-12,Delhivery,Road,TRK133898577,2250,7,0,Delivered,55941.42
SYSSHP0000292,SHP0000292,PO613117,SUP823846,WH662336,2025-10-30,2025-11-15,2025-11-15,FedEx,Road,TRK436824737,350,2,0,Delivered,8432.87
SYSSHP0000293,SHP0000293,PO823811,SUP841666,WH100425,2025-08-26,2025-09-12,2025-09-17,Shadowfax,Road,TRK881042056,980,5,5,Delayed,21865.18
SYSSHP0000294,SHP0000294,PO997004,SUP216970,WH567574,2025-12-13,2025-12-29,2025-12-30,FedEx,Road,TRK664226794,582,3,1,Delayed,13900.56
SYSSHP0000295,SHP0000295,PO776149,SUP717889,WH322086,2025-08-11,2025-08-28,2025-08-28,DHL,Road,TRK825708356,555,4,0,Delivered,14352.27
SYSSHP0000296,SHP0000296,PO228093,SUP619389,WH801474,2026-03-20,2026-04-04,2026-04-04,Delhivery,Road,TRK364697908,1776,8,0,Delivered,41549.58
SYSSHP0000297,SHP0000297,PO196126,SUP600149,WH233470,2026-03-06,2026-03-23,2026-03-23,DHL,Road,TRK928042067,150,2,0,Delivered,3516.75
SYSSHP0000298,SHP0000298,PO122394,SUP284171,WH262316,2025-10-31,2025-11-11,2025-11-11,Ecom Express,Road,TRK954059995,724,5,0,Delivered,18540.43
SYSSHP0000299,SHP0000299,PO925206,SUP350405,WH567574,2026-03-20,2026-04-03,2026-04-03,FedEx,Road,TRK978726109,889,6,0,Delivered,21092.12
SYSSHP0000300,SHP0000300,PO317220,SUP377405,WH599948,2025-10-26,2025-11-27,2025-11-27,Shadowfax,Road,TRK184857208,39,2,0,Delivered,925.54
SYSSHP0000301,SHP0000301,PO911984,SUP793655,WH205907,2025-08-05,2025-08-15,2025-08-18,Delhivery,Road,TRK989006374,2150,9,3,Delayed,53089.71
SYSSHP0000302,SHP0000302,PO251716,SUP943718,WH515011,2025-08-31,2025-09-04,2025-09-07,Blue Dart,Road,TRK761078179,1080,5,3,Delayed,27760.81
SYSSHP0000303,SHP0000303,PO937302,SUP739098,WH599948,2026-05-03,2026-05-22,2026-05-22,Ecom Express,Road,TRK342313086,22,1,0,Delivered,554.17
SYSSHP0000304,SHP0000304,PO115582,SUP824586,WH376807,2026-04-04,2026-04-20,2026-04-20,FedEx,Road,TRK207959268,16,2,0,Delivered,406.5
SYSSHP0000305,SHP0000305,PO116547,SUP841666,WH808011,2025-08-26,2025-09-10,2025-09-10,FedEx,Rail,TRK612656440,581,2,0,Delivered,10226.85
SYSSHP0000306,SHP0000306,PO651640,SUP519066,WH656116,2025-10-31,2025-11-27,2025-11-29,Blue Dart,Road,TRK800400428,888,4,2,Delayed,22085.15
SYSSHP0000307,SHP0000307,PO479625,SUP522179,WH412942,2025-08-30,2025-09-14,2025-09-16,Delhivery,Road,TRK548700579,150,4,2,Delayed,3961.68
SYSSHP0000308,SHP0000308,PO744986,SUP823846,WH829716,2026-07-19,2026-08-06,2026-08-06,Delhivery,Road,TRK904236062,660,5,0,In Transit,17695.03
SYSSHP0000309,SHP0000309,PO790909,SUP913423,WH429164,2025-08-14,2025-08-29,2025-08-29,Blue Dart,Road,TRK459748735,892,5,0,Delivered,20893.14
SYSSHP0000310,SHP0000310,PO163780,SUP946721,WH376807,2026-07-02,2026-07-19,2026-07-19,FedEx,Road,TRK392956587,1613,7,0,Delivered,37041.02
SYSSHP0000311,SHP0000311,PO546980,SUP535020,WH771088,2025-12-10,2025-12-26,2025-12-26,Shadowfax,Road,TRK299929730,530,3,0,Delivered,11697.32
SYSSHP0000312,SHP0000312,PO177060,SUP392004,WH233470,2025-08-30,2025-09-04,2025-09-06,Delhivery,Road,TRK288436227,980,6,2,Delayed,24553.68
SYSSHP0000313,SHP0000313,PO232321,SUP399607,WH658582,2026-02-18,2026-03-09,2026-03-09,Shadowfax,Road,TRK202418976,1608,8,0,Delivered,36861.64
SYSSHP0000314,SHP0000314,PO440981,SUP714953,WH322086,2025-11-02,2025-11-18,2025-11-18,Delhivery,Road,TRK579678614,587,2,0,Delivered,15126.28
SYSSHP0000315,SHP0000315,PO630108,SUP464863,WH801474,2025-11-20,2025-11-29,2025-11-29,Shadowfax,Road,TRK486066116,975,6,0,Delivered,24827.25
SYSSHP0000316,SHP0000316,PO994217,SUP399607,WH212235,2026-04-20,2026-05-08,2026-05-08,Delhivery,Road,TRK535312769,427,2,0,Delivered,10858.77
SYSSHP0000317,SHP0000317,PO325468,SUP340174,WH356150,2026-02-08,2026-02-21,2026-02-21,DHL,Road,TRK494647257,1740,6,0,Delivered,43627.24
SYSSHP0000318,SHP0000318,PO967611,SUP340044,WH412942,2025-10-25,2025-10-28,2025-10-28,Ecom Express,Road,TRK501176618,748,4,0,Delivered,18011.26
SYSSHP0000319,SHP0000319,PO547494,SUP793655,WH816751,2026-02-28,2026-03-10,2026-03-10,Delhivery,Road,TRK918040539,930,6,0,Delivered,21610.71
