PurchaseOrderItemSysID,PurchaseOrderItemID,PurchaseOrderID,ProductID,QuantityOrdered,ReceivedQuantity,AcceptedQuantity,QuotedUnitCost,TotalItemCost,InspectionStatus,LineAmountBeforeTax,TaxRate,TaxAmount,LineAmountAfterTax
SYSPOI0000208,POI121753,PO656116,PROD456871,1478,0,0,200.22,295925.16,Not Inspected,295925.16,5,14796.26,310721.42
SYSPOI0000209,POI382602,PO656116,PROD418594,34,0,0,21766.1,740047.4,Not Inspected,740047.4,18,133208.53,873255.93
SYSPOI0000210,POI893005,PO656116,PROD418672,1480,0,0,187.92,278121.6,Not Inspected,278121.6,5,13906.08,292027.68
SYSPOI0000211,POI290305,PO612340,PROD700067,1362,1362,1239,756.82,1030788.84,Failed,1030788.84,5,51539.44,1082328.28
SYSPOI0000212,POI195674,PO612340,PROD407757,1498,1498,1429,355.54,532598.92,Passed with Observations,532598.92,12,63911.87,596510.79
SYSPOI0000213,POI802685,PO612340,PROD860242,320,320,308,778.06,248979.2,Passed with Observations,248979.2,12,29877.5,278856.7
SYSPOI0000214,POI619536,PO612340,PROD645007,514,503,482,1008.41,518322.74,Passed with Observations,518322.74,5,25916.14,544238.88
SYSPOI0000215,POI138479,PO972064,PROD993744,40,40,40,61689.99,2467599.6,Passed,2467599.6,18,444167.93,2911767.53
SYSPOI0000216,POI221552,PO972064,PROD591465,24,24,24,82925.17,1990204.08,Passed,1990204.08,18,358236.73,2348440.81
SYSPOI0000217,POI789606,PO972064,PROD593554,1127,1074,1042,212.98,240028.46,Passed with Observations,240028.46,12,28803.42,268831.88
SYSPOI0000218,POI643623,PO972064,PROD275377,357,357,350,225.37,80457.09,Passed with Observations,80457.09,12,9654.85,90111.94
SYSPOI0000219,POI563513,PO972064,PROD119524,21,21,21,57426.5,1205956.5,Passed,1205956.5,18,217072.17,1423028.67
SYSPOI0000220,POI402020,PO694916,PROD780432,18,0,0,29387.34,528972.12,Not Inspected,528972.12,18,95214.98,624187.1
SYSPOI0000221,POI608257,PO694916,PROD787584,304,0,0,1019.44,309909.76,Not Inspected,309909.76,12,37189.17,347098.93
SYSPOI0000222,POI760626,PO694916,PROD219946,13,0,0,28287.71,367740.23,Not Inspected,367740.23,18,66193.24,433933.47
SYSPOI0000223,POI679077,PO609597,PROD649577,443,443,439,1198.8,531068.4,Passed with Observations,531068.4,12,63728.21,594796.61
SYSPOI0000224,POI218972,PO609597,PROD976325,288,288,278,119.87,34522.56,Passed with Observations,34522.56,12,4142.71,38665.27
SYSPOI0000225,POI851413,PO609597,PROD322182,24,23,23,141308.46,3391403.04,Passed,3391403.04,18,610452.55,4001855.59
SYSPOI0000226,POI975271,PO609597,PROD776909,229,229,226,1312.14,300480.06,Passed with Observations,300480.06,12,36057.61,336537.67
SYSPOI0000227,POI251668,PO609597,PROD703139,327,301,297,2433.76,795839.52,Passed with Observations,795839.52,12,95500.74,891340.26
SYSPOI0000228,POI882544,PO609597,PROD735053,22,22,21,62939.07,1384659.54,Passed with Observations,1384659.54,18,249238.72,1633898.26
SYSPOI0000229,POI995916,PO609597,PROD133958,149,146,144,1017.47,151603.03,Passed with Observations,151603.03,12,18192.36,169795.39
SYSPOI0000230,POI861319,PO231869,PROD855944,1339,1339,1311,275.91,369443.49,Passed with Observations,369443.49,12,44333.22,413776.71
SYSPOI0000231,POI568238,PO231869,PROD409355,19,18,18,49678.87,943898.53,Passed,943898.53,18,169901.74,1113800.27
SYSPOI0000232,POI899929,PO231869,PROD188834,27,27,26,61007.08,1647191.16,Passed with Observations,1647191.16,18,296494.41,1943685.57
SYSPOI0000233,POI297816,PO231869,PROD400814,27,27,26,129759.37,3503502.99,Passed with Observations,3503502.99,18,630630.54,4134133.53
SYSPOI0000234,POI913217,PO231869,PROD392670,789,789,772,209.95,165650.55,Passed with Observations,165650.55,5,8282.53,173933.08
SYSPOI0000235,POI839485,PO231869,PROD373903,1141,1141,1126,1103.83,1259470.03,Passed with Observations,1259470.03,5,62973.5,1322443.53
SYSPOI0000236,POI626690,PO377932,PROD392670,611,611,605,217.48,132880.28,Passed with Observations,132880.28,5,6644.01,139524.29
SYSPOI0000237,POI579123,PO377932,PROD486649,979,950,942,386.26,378148.54,Passed with Observations,378148.54,5,18907.43,397055.97
SYSPOI0000238,POI786587,PO377932,PROD735656,10,10,10,118984.9,1189849.0,Passed,1189849.0,18,214172.82,1404021.82
SYSPOI0000239,POI377896,PO377932,PROD112537,159,159,156,251.57,39999.63,Passed with Observations,39999.63,12,4799.96,44799.59
SYSPOI0000240,POI184216,PO377932,PROD799565,253,253,250,186.12,47088.36,Passed with Observations,47088.36,12,5650.6,52738.96
SYSPOI0000241,POI659543,PO377932,PROD504924,37,37,36,40962.31,1515605.47,Passed with Observations,1515605.47,18,272808.98,1788414.45
SYSPOI0000242,POI667296,PO665492,PROD553014,400,400,393,391.31,156524.0,Passed with Observations,156524.0,12,18782.88,175306.88
SYSPOI0000243,POI817644,PO665492,PROD899281,373,373,364,618.91,230853.43,Passed with Observations,230853.43,5,11542.67,242396.1
SYSPOI0000244,POI194769,PO665492,PROD306854,39,39,38,28571.3,1114280.7,Passed with Observations,1114280.7,18,200570.53,1314851.23
SYSPOI0000245,POI205389,PO665492,PROD341162,1188,1020,995,701.32,833168.16,Passed with Observations,833168.16,5,41658.41,874826.57
SYSPOI0000246,POI130353,PO665492,PROD881177,24,24,24,63987.01,1535688.24,Passed,1535688.24,18,276423.88,1812112.12
SYSPOI0000247,POI475876,PO665492,PROD860242,103,103,102,820.55,84516.65,Passed with Observations,84516.65,12,10142.0,94658.65
SYSPOI0000248,POI532067,PO518373,PROD121215,14,0,0,144253.08,2019543.12,Not Inspected,2019543.12,18,363517.76,2383060.88
SYSPOI0000249,POI288803,PO518373,PROD468900,369,0,0,293.11,108157.59,Not Inspected,108157.59,12,12978.91,121136.5
SYSPOI0000250,POI739098,PO518373,PROD649577,167,0,0,1265.37,211316.79,Not Inspected,211316.79,12,25358.01,236674.8
SYSPOI0000251,POI816318,PO518373,PROD306854,37,0,0,27752.97,1026859.89,Not Inspected,1026859.89,18,184834.78,1211694.67
SYSPOI0000252,POI711484,PO518373,PROD847006,17,0,0,91327.67,1552570.39,Not Inspected,1552570.39,18,279462.67,1832033.06
SYSPOI0000253,POI799233,PO559381,PROD721254,1244,1244,1204,238.49,296681.56,Passed with Observations,296681.56,12,35601.79,332283.35
SYSPOI0000254,POI810526,PO559381,PROD199807,10,9,9,41809.54,418095.4,Passed,418095.4,18,75257.17,493352.57
SYSPOI0000255,POI462351,PO559381,PROD496764,359,359,339,1582.21,568013.39,Failed,568013.39,12,68161.61,636175.0
SYSPOI0000256,POI823846,PO559381,PROD939717,380,380,345,108.58,41260.4,Failed,41260.4,12,4951.25,46211.65
SYSPOI0000257,POI994787,PO167136,PROD179046,37,37,34,29388.97,1087391.89,Failed,1087391.89,18,195730.54,1283122.43
SYSPOI0000258,POI476395,PO167136,PROD899281,1289,1289,1240,588.57,758666.73,Passed with Observations,758666.73,5,37933.34,796600.07
SYSPOI0000259,POI123005,PO167136,PROD374267,28,28,26,94811.47,2654721.16,Failed,2654721.16,18,477849.81,3132570.97
SYSPOI0000260,POI693419,PO167136,PROD501936,36,36,35,83402.64,3002495.04,Passed with Observations,3002495.04,18,540449.11,3542944.15
SYSPOI0000261,POI881369,PO167136,PROD375097,431,429,411,361.89,155974.59,Passed with Observations,155974.59,12,18716.95,174691.54
SYSPOI0000262,POI767542,PO330914,PROD842776,771,771,753,1110.28,856025.88,Passed with Observations,856025.88,5,42801.29,898827.17
SYSPOI0000263,POI855948,PO330914,PROD391668,177,177,174,500.32,88556.64,Passed with Observations,88556.64,12,10626.8,99183.44
SYSPOI0000264,POI777737,PO330914,PROD581532,580,580,560,925.8,536964.0,Passed with Observations,536964.0,5,26848.2,563812.2
SYSPOI0000265,POI707727,PO330914,PROD708798,11,11,11,73585.75,809443.25,Passed,809443.25,18,145699.79,955143.04
SYSPOI0000266,POI409445,PO330914,PROD896204,1047,1047,1031,584.31,611772.57,Passed with Observations,611772.57,5,30588.63,642361.2
SYSPOI0000267,POI238579,PO330914,PROD321275,969,969,951,772.83,748872.27,Passed with Observations,748872.27,5,37443.61,786315.88
SYSPOI0000268,POI385765,PO170674,PROD189856,1387,0,0,825.8,1145384.6,Not Inspected,1145384.6,5,57269.23,1202653.83
SYSPOI0000269,POI964749,PO170674,PROD287654,36,0,0,39232.02,1412352.72,Not Inspected,1412352.72,18,254223.49,1666576.21
SYSPOI0000270,POI409478,PO170674,PROD373903,1286,0,0,1127.16,1449527.76,Not Inspected,1449527.76,5,72476.39,1522004.15
SYSPOI0000271,POI943298,PO170674,PROD695551,33,0,0,77027.13,2541895.29,Not Inspected,2541895.29,18,457541.15,2999436.44
SYSPOI0000272,POI178957,PO170674,PROD286450,13,0,0,89723.1,1166400.3,Not Inspected,1166400.3,18,209952.05,1376352.35
SYSPOI0000273,POI336574,PO170674,PROD633188,588,0,0,72.64,42712.32,Not Inspected,42712.32,12,5125.48,47837.8
SYSPOI0000274,POI943671,PO170674,PROD869864,1113,0,0,271.73,302435.49,Not Inspected,302435.49,5,15121.77,317557.26
SYSPOI0000275,POI229592,PO174299,PROD901467,12,11,11,144107.73,1729292.76,Passed,1729292.76,18,311272.7,2040565.46
SYSPOI0000276,POI374896,PO174299,PROD674553,24,24,24,59042.63,1417023.12,Passed,1417023.12,18,255064.16,1672087.28
SYSPOI0000277,POI489518,PO174299,PROD645007,1497,1497,1480,1150.55,1722373.35,Passed with Observations,1722373.35,5,86118.67,1808492.02
SYSPOI0000278,POI749641,PO174299,PROD222629,521,521,519,185.29,96536.09,Passed with Observations,96536.09,12,11584.33,108120.42
SYSPOI0000279,POI332120,PO174299,PROD546815,38,37,37,80666.65,3065332.7,Passed,3065332.7,18,551759.89,3617092.59
SYSPOI0000280,POI835132,PO174299,PROD694916,30,30,30,76971.09,2309132.7,Passed,2309132.7,18,415643.89,2724776.59
SYSPOI0000281,POI147549,PO174299,PROD926394,19,19,19,141472.67,2687980.73,Passed,2687980.73,18,483836.53,3171817.26
SYSPOI0000282,POI663658,PO665427,PROD864711,25,25,25,75870.48,1896762.0,Passed,1896762.0,18,341417.16,2238179.16
SYSPOI0000283,POI879238,PO665427,PROD286450,14,14,14,89723.1,1256123.4,Passed,1256123.4,18,226102.21,1482225.61
SYSPOI0000284,POI861894,PO665427,PROD413369,32,31,30,103585.33,3314730.56,Passed with Observations,3314730.56,18,596651.5,3911382.06
SYSPOI0000285,POI527940,PO595631,PROD213609,415,415,409,843.09,349882.35,Passed with Observations,349882.35,12,41985.88,391868.23
SYSPOI0000286,POI564920,PO595631,PROD581532,872,872,849,925.8,807297.6,Passed with Observations,807297.6,5,40364.88,847662.48
SYSPOI0000287,POI818987,PO595631,PROD476018,24,22,22,24096.78,578322.72,Passed,578322.72,18,104098.09,682420.81
SYSPOI0000288,POI476096,PO595631,PROD512151,1052,1052,1012,212.16,223192.32,Passed with Observations,223192.32,5,11159.62,234351.94
SYSPOI0000289,POI989227,PO198907,PROD878967,221,221,213,1724.61,381138.81,Passed with Observations,381138.81,12,45736.66,426875.47
SYSPOI0000290,POI770556,PO198907,PROD869864,1231,1231,1179,269.23,331422.13,Passed with Observations,331422.13,5,16571.11,347993.24
SYSPOI0000291,POI232040,PO198907,PROD645007,343,343,329,1008.41,345884.63,Passed with Observations,345884.63,5,17294.23,363178.86
SYSPOI0000292,POI326441,PO589710,PROD680493,115,110,105,930.34,106989.1,Passed with Observations,106989.1,12,12838.69,119827.79
SYSPOI0000293,POI926952,PO589710,PROD558723,496,485,469,882.05,437496.8,Passed with Observations,437496.8,12,52499.62,489996.42
SYSPOI0000294,POI251716,PO589710,PROD333746,385,385,365,934.62,359828.7,Failed,359828.7,12,43179.44,403008.14
SYSPOI0000295,POI215266,PO589710,PROD865470,146,146,134,193.96,28318.16,Failed,28318.16,12,3398.18,31716.34
SYSPOI0000296,POI928358,PO589710,PROD302177,418,413,393,786.62,328807.16,Passed with Observations,328807.16,12,39456.86,368264.02
SYSPOI0000297,POI282710,PO589710,PROD976325,483,483,454,105.99,51193.17,Failed,51193.17,12,6143.18,57336.35
SYSPOI0000298,POI651640,PO589710,PROD776364,215,215,209,628.11,135043.65,Passed with Observations,135043.65,12,16205.24,151248.89
SYSPOI0000299,POI638169,PO777568,PROD694916,12,12,12,76971.09,923653.08,Passed,923653.08,18,166257.55,1089910.63
SYSPOI0000300,POI744986,PO777568,PROD378535,28,28,28,107686.85,3015231.8,Passed,3015231.8,18,542741.72,3557973.52
SYSPOI0000301,POI790909,PO777568,PROD108454,11,11,11,53900.88,592909.68,Passed,592909.68,18,106723.74,699633.42
SYSPOI0000302,POI602248,PO214576,PROD656829,24,24,24,78632.16,1887171.84,Passed,1887171.84,18,339690.93,2226862.77
SYSPOI0000303,POI847006,PO214576,PROD599127,285,285,282,454.22,129452.7,Passed with Observations,129452.7,12,15534.32,144987.02
SYSPOI0000304,POI737846,PO214576,PROD258787,1208,1208,1187,97.97,118347.76,Passed with Observations,118347.76,5,5917.39,124265.15
SYSPOI0000305,POI763829,PO214576,PROD306854,14,14,14,27752.97,388541.58,Passed,388541.58,18,69937.48,458479.06
SYSPOI0000306,POI726410,PO214576,PROD405420,379,379,376,1498.56,567954.24,Passed with Observations,567954.24,12,68154.51,636108.75
SYSPOI0000307,POI551096,PO214576,PROD514913,1386,1386,1350,201.98,279944.28,Passed with Observations,279944.28,5,13997.21,293941.49
SYSPOI0000308,POI782535,PO214576,PROD648102,130,129,125,509.69,66259.7,Passed with Observations,66259.7,12,7951.16,74210.86
SYSPOI0000309,POI339592,PO542374,PROD610310,37,37,37,110750.19,4097757.03,Passed,4097757.03,18,737596.27,4835353.3
SYSPOI0000310,POI536196,PO542374,PROD786587,291,291,290,1878.93,546768.63,Passed with Observations,546768.63,12,65612.24,612380.87
SYSPOI0000311,POI797416,PO542374,PROD242239,453,453,450,920.79,417117.87,Passed with Observations,417117.87,12,50054.14,467172.01
SYSPOI0000312,POI597305,PO542374,PROD780432,18,18,18,30325.92,545866.56,Passed,545866.56,18,98255.98,644122.54
SYSPOI0000313,POI552855,PO542374,PROD656116,114,114,113,1495.56,170493.84,Passed with Observations,170493.84,12,20459.26,190953.1
SYSPOI0000314,POI236435,PO542374,PROD742412,13,13,13,148214.08,1926783.04,Passed,1926783.04,18,346820.95,2273603.99
SYSPOI0000315,POI688967,PO542374,PROD660081,364,364,363,618.1,224988.4,Passed with Observations,224988.4,12,26998.61,251987.01
SYSPOI0000316,POI886730,PO179046,PROD645007,550,550,520,1008.41,554625.5,Failed,554625.5,5,27731.28,582356.78
SYSPOI0000317,POI401601,PO179046,PROD878967,296,284,274,1724.61,510484.56,Passed with Observations,510484.56,12,61258.15,571742.71
SYSPOI0000318,POI632060,PO179046,PROD860242,387,387,375,778.06,301109.22,Passed with Observations,301109.22,12,36133.11,337242.33
SYSPOI0000319,POI988432,PO179046,PROD791201,735,735,697,800.72,588529.2,Failed,588529.2,5,29426.46,617955.66
SYSPOI0000320,POI220465,PO179046,PROD700067,521,521,482,756.82,394303.22,Failed,394303.22,5,19715.16,414018.38
SYSPOI0000321,POI958182,PO153045,PROD289934,195,186,179,2138.71,417048.45,Passed with Observations,417048.45,12,50045.81,467094.26
SYSPOI0000322,POI127529,PO153045,PROD267457,29,29,29,43768.46,1269285.34,Passed,1269285.34,18,228471.36,1497756.7
SYSPOI0000323,POI386544,PO153045,PROD484682,391,382,378,245.0,95795.0,Passed with Observations,95795.0,12,11495.4,107290.4
SYSPOI0000324,POI290217,PO153045,PROD207570,32,31,31,111795.1,3577443.2,Passed,3577443.2,18,643939.78,4221382.98
SYSPOI0000325,POI172965,PO153045,PROD364955,37,37,36,61828.49,2287654.13,Passed with Observations,2287654.13,18,411777.74,2699431.87
SYSPOI0000326,POI656251,PO197793,PROD707314,362,0,0,169.6,61395.2,Not Inspected,61395.2,12,7367.42,68762.62
SYSPOI0000327,POI575682,PO197793,PROD400814,16,0,0,132284.38,2116550.08,Not Inspected,2116550.08,18,380979.01,2497529.09
SYSPOI0000328,POI426775,PO197793,PROD139581,20,0,0,79630.61,1592612.2,Not Inspected,1592612.2,18,286670.2,1879282.4
SYSPOI0000329,POI695164,PO197793,PROD763984,33,0,0,130226.94,4297489.02,Not Inspected,4297489.02,18,773548.02,5071037.04
SYSPOI0000330,POI747850,PO274389,PROD788772,38,38,37,141540.88,5378553.44,Passed with Observations,5378553.44,18,968139.62,6346693.06
SYSPOI0000331,POI794093,PO274389,PROD708798,11,11,10,69202.69,761229.59,Failed,761229.59,18,137021.33,898250.92
SYSPOI0000332,POI386436,PO274389,PROD982885,297,297,280,111.4,33085.8,Failed,33085.8,12,3970.3,37056.1
SYSPOI0000333,POI216276,PO274389,PROD759176,741,733,684,61.54,45601.14,Failed,45601.14,12,5472.14,51073.28
SYSPOI0000334,POI652530,PO274389,PROD401601,225,225,215,259.3,58342.5,Passed with Observations,58342.5,12,7001.1,65343.6
SYSPOI0000335,POI728437,PO274389,PROD281162,31,31,30,40530.31,1256439.61,Passed with Observations,1256439.61,18,226159.13,1482598.74
SYSPOI0000336,POI321494,PO274389,PROD650121,108,108,102,206.78,22332.24,Failed,22332.24,12,2679.87,25012.11
SYSPOI0000337,POI108105,PO161483,PROD634277,228,0,0,91.3,20816.4,Not Inspected,20816.4,12,2497.97,23314.37
SYSPOI0000338,POI284229,PO161483,PROD114338,25,0,0,113966.14,2849153.5,Not Inspected,2849153.5,18,512847.63,3362001.13
SYSPOI0000339,POI837852,PO161483,PROD605065,146,0,0,179.81,26252.26,Not Inspected,26252.26,12,3150.27,29402.53
SYSPOI0000340,POI973835,PO161483,PROD973294,17,0,0,130653.38,2221107.46,Not Inspected,2221107.46,18,399799.34,2620906.8
SYSPOI0000341,POI557409,PO509386,PROD656829,12,12,12,78632.16,943585.92,Passed,943585.92,18,169845.47,1113431.39
SYSPOI0000342,POI428267,PO509386,PROD975679,89,89,88,2341.28,208373.92,Passed with Observations,208373.92,12,25004.87,233378.79
SYSPOI0000343,POI771237,PO509386,PROD355021,374,374,371,2428.1,908109.4,Passed with Observations,908109.4,12,108973.13,1017082.53
SYSPOI0000344,POI440544,PO509386,PROD729371,1155,1155,1143,413.3,477361.5,Passed with Observations,477361.5,5,23868.08,501229.58
SYSPOI0000345,POI479430,PO509386,PROD514913,651,621,602,201.98,131488.98,Passed with Observations,131488.98,5,6574.45,138063.43
SYSPOI0000346,POI556839,PO509386,PROD239613,12,12,12,72869.65,874435.8,Passed,874435.8,18,157398.44,1031834.24
SYSPOI0000347,POI425346,PO509386,PROD405420,381,381,378,1498.56,570951.36,Passed with Observations,570951.36,12,68514.16,639465.52
SYSPOI0000348,POI276299,PO509386,PROD984247,461,461,457,169.84,78296.24,Passed with Observations,78296.24,12,9395.55,87691.79
SYSPOI0000349,POI913934,PO543555,PROD976325,404,404,393,114.37,46205.48,Passed with Observations,46205.48,12,5544.66,51750.14
SYSPOI0000350,POI776796,PO543555,PROD574167,1015,1015,926,43.19,43837.85,Failed,43837.85,12,5260.54,49098.39
SYSPOI0000351,POI368402,PO543555,PROD794093,497,497,485,207.26,103008.22,Passed with Observations,103008.22,12,12360.99,115369.21
SYSPOI0000352,POI179013,PO794022,PROD110060,29,29,28,37219.83,1079375.07,Passed with Observations,1079375.07,18,194287.51,1273662.58
SYSPOI0000353,POI891093,PO794022,PROD407757,662,583,574,396.27,262330.74,Passed with Observations,262330.74,12,31479.69,293810.43
SYSPOI0000354,POI691912,PO794022,PROD444207,28,27,26,11779.67,329830.76,Passed with Observations,329830.76,18,59369.54,389200.3
SYSPOI0000355,POI757685,PO794022,PROD612573,30,30,29,64653.78,1939613.4,Passed with Observations,1939613.4,18,349130.41,2288743.81
SYSPOI0000356,POI417530,PO161324,PROD381444,1200,1200,1168,252.82,303384.0,Passed with Observations,303384.0,5,15169.2,318553.2
SYSPOI0000357,POI177794,PO161324,PROD800646,862,862,839,581.7,501425.4,Passed with Observations,501425.4,5,25071.27,526496.67
SYSPOI0000358,POI486649,PO161324,PROD489043,935,935,904,477.75,446696.25,Passed with Observations,446696.25,5,22334.81,469031.06
SYSPOI0000359,POI996840,PO161324,PROD986278,36,36,33,80384.31,2893835.16,Failed,2893835.16,18,520890.33,3414725.49
SYSPOI0000360,POI585188,PO161324,PROD475479,12,12,11,46727.8,560733.6,Failed,560733.6,18,100932.05,661665.65
SYSPOI0000361,POI949153,PO159942,PROD324130,384,0,0,104.1,39974.4,Not Inspected,39974.4,12,4796.93,44771.33
SYSPOI0000362,POI437145,PO159942,PROD502219,1470,0,0,143.52,210974.4,Not Inspected,210974.4,12,25316.93,236291.33
SYSPOI0000363,POI258189,PO159942,PROD710224,29,0,0,93631.29,2715307.41,Not Inspected,2715307.41,18,488755.33,3204062.74
SYSPOI0000364,POI950360,PO159942,PROD855944,426,0,0,279.31,118986.06,Not Inspected,118986.06,12,14278.33,133264.39
SYSPOI0000365,POI188425,PO159942,PROD385037,1003,0,0,219.31,219967.93,Not Inspected,219967.93,12,26396.15,246364.08
SYSPOI0000366,POI141043,PO159942,PROD805200,26,0,0,35878.51,932841.26,Not Inspected,932841.26,18,167911.43,1100752.69
SYSPOI0000367,POI560767,PO159942,PROD373216,17,0,0,71948.72,1223128.24,Not Inspected,1223128.24,18,220163.08,1443291.32
SYSPOI0000368,POI396635,PO994141,PROD818699,29,29,27,59914.09,1737508.61,Failed,1737508.61,18,312751.55,2050260.16
